truck_id,timestamp,latitude,longitude,speed_kmh,h3_cell,zone,zone_type,restricted_violation,hour,date
TRK-001,2024-11-04 08:22:00,48.658836,2.418918,40.0,891fb46cbabffff,unknown,unknown,,8,2024-11-04
TRK-001,2024-11-04 08:24:00,48.648973,2.426297,30.4,891fb0d6593ffff,unknown,unknown,,8,2024-11-04
TRK-001,2024-11-04 08:26:00,48.639434,2.434144,52.4,891fb0d6507ffff,unknown,unknown,,8,2024-11-04
TRK-001,2024-11-04 08:28:00,48.629961,2.441596,51.1,891fb0d6193ffff,quarry:quarry_evry,quarry,,8,2024-11-04
TRK-001,2024-11-04 08:30:00,48.629865,2.4415,0.0,891fb0d6193ffff,quarry:quarry_evry,quarry,,8,2024-11-04
TRK-001,2024-11-04 08:35:00,48.629831,2.441692,0.0,891fb0d6193ffff,quarry:quarry_evry,quarry,,8,2024-11-04
TRK-001,2024-11-04 08:40:00,48.629931,2.44181,0.0,891fb0d6193ffff,quarry:quarry_evry,quarry,,8,2024-11-04
TRK-001,2024-11-04 08:45:00,48.629998,2.441495,0.0,891fb0d6193ffff,quarry:quarry_evry,quarry,,8,2024-11-04
TRK-001,2024-11-04 08:50:00,48.629673,2.441462,26.6,891fb0d619bffff,quarry:quarry_evry,quarry,,8,2024-11-04
TRK-001,2024-11-04 08:52:00,48.639609,2.434185,44.6,891fb0d6507ffff,unknown,unknown,,8,2024-11-04
TRK-001,2024-11-04 08:54:00,48.649466,2.426484,44.4,891fb0d6593ffff,unknown,unknown,,8,2024-11-04
TRK-001,2024-11-04 08:56:00,48.65894,2.419129,26.8,891fb46cbabffff,unknown,unknown,,8,2024-11-04
TRK-001,2024-11-04 08:58:00,48.668595,2.411403,46.8,891fb46c95bffff,unknown,unknown,,8,2024-11-04
TRK-001,2024-11-04 09:00:00,48.678327,2.403522,49.0,891fb46c8afffff,unknown,unknown,,9,2024-11-04
TRK-001,2024-11-04 09:02:00,48.688232,2.396321,28.3,891fb46cd43ffff,unknown,unknown,,9,2024-11-04
TRK-001,2024-11-04 09:04:00,48.697917,2.389028,30.7,891fb46cca7ffff,unknown,unknown,,9,2024-11-04
TRK-001,2024-11-04 09:06:00,48.707566,2.381234,41.1,891fb46eb57ffff,unknown,unknown,,9,2024-11-04
TRK-001,2024-11-04 09:08:00,48.717018,2.373685,29.2,891fb46ebd3ffff,unknown,unknown,,9,2024-11-04
TRK-001,2024-11-04 09:10:00,48.727214,2.366088,30.5,891fb46e80bffff,unknown,unknown,,9,2024-11-04
TRK-001,2024-11-04 09:12:00,48.736629,2.358338,38.9,891fb46e89bffff,unknown,unknown,,9,2024-11-04
TRK-001,2024-11-04 09:14:00,48.746302,2.35091,51.2,891fb46ec03ffff,unknown,unknown,,9,2024-11-04
TRK-001,2024-11-04 09:16:00,48.755983,2.343396,27.3,891fb46ec9bffff,unknown,unknown,,9,2024-11-04
TRK-001,2024-11-04 09:18:00,48.765875,2.335897,49.2,891fb465207ffff,unknown,unknown,,9,2024-11-04
TRK-001,2024-11-04 09:20:00,48.775467,2.328563,50.7,891fb465297ffff,unknown,unknown,,9,2024-11-04
TRK-001,2024-11-04 09:22:00,48.785348,2.320982,27.9,891fb465633ffff,unknown,unknown,,9,2024-11-04
TRK-001,2024-11-04 09:24:00,48.794875,2.313394,44.6,891fb46544bffff,unknown,unknown,,9,2024-11-04
TRK-001,2024-11-04 09:26:00,48.804588,2.305798,41.2,891fb4609afffff,unknown,unknown,,9,2024-11-04
TRK-001,2024-11-04 09:28:00,48.814342,2.298347,25.4,891fb467243ffff,unknown,unknown,,9,2024-11-04
TRK-001,2024-11-04 09:30:00,48.823944,2.291001,27.8,891fb4672d3ffff,unknown,unknown,,9,2024-11-04
TRK-001,2024-11-04 09:32:00,48.833706,2.283477,47.6,891fb467647ffff,unknown,unknown,,9,2024-11-04
TRK-001,2024-11-04 09:34:00,48.843234,2.275623,32.1,891fb4676d7ffff,unknown,unknown,,9,2024-11-04
TRK-001,2024-11-04 09:36:00,48.853286,2.267982,37.2,891fb46290bffff,unknown,unknown,,9,2024-11-04
TRK-001,2024-11-04 09:38:00,48.862873,2.260854,39.4,891fb46299bffff,unknown,unknown,,9,2024-11-04
TRK-001,2024-11-04 09:40:00,48.872528,2.253132,50.9,891fb462d0fffff,unknown,unknown,,9,2024-11-04
TRK-001,2024-11-04 09:42:00,48.88222,2.245379,52.1,891fb462d83ffff,unknown,unknown,,9,2024-11-04
TRK-001,2024-11-04 09:44:00,48.891771,2.238218,29.9,891fb475333ffff,site:site_la_defense,site,,9,2024-11-04
TRK-001,2024-11-04 09:46:00,48.892078,2.237993,0.0,891fb475333ffff,site:site_la_defense,site,,9,2024-11-04
TRK-001,2024-11-04 09:51:00,48.892023,2.237892,0.0,891fb475333ffff,site:site_la_defense,site,,9,2024-11-04
TRK-001,2024-11-04 09:56:00,48.891778,2.238117,0.0,891fb475333ffff,site:site_la_defense,site,,9,2024-11-04
TRK-001,2024-11-04 10:01:00,48.892172,2.237992,38.7,891fb475333ffff,site:site_la_defense,site,,10,2024-11-04
TRK-001,2024-11-04 10:03:00,48.885012,2.251716,55.0,891fb475e4bffff,unknown,unknown,,10,2024-11-04
TRK-001,2024-11-04 10:05:00,48.877953,2.266184,54.9,891fb475adbffff,unknown,unknown,,10,2024-11-04
TRK-001,2024-11-04 10:07:00,48.870935,2.279377,27.2,891fb475a73ffff,unknown,unknown,,10,2024-11-04
TRK-001,2024-11-04 10:09:00,48.864111,2.293263,31.4,891fb46748bffff,unknown,unknown,,10,2024-11-04
TRK-001,2024-11-04 10:11:00,48.857001,2.307044,33.0,891fb467433ffff,unknown,unknown,,10,2024-11-04
TRK-001,2024-11-04 10:13:00,48.850214,2.320904,53.0,891fb46754bffff,unknown,unknown,,10,2024-11-04
TRK-001,2024-11-04 10:15:00,48.843248,2.334813,51.4,891fb4671c3ffff,unknown,unknown,,10,2024-11-04
TRK-001,2024-11-04 10:17:00,48.836294,2.348921,51.4,891fb467173ffff,unknown,unknown,,10,2024-11-04
TRK-001,2024-11-04 10:19:00,48.829205,2.362366,36.1,891fb464683ffff,unknown,unknown,,10,2024-11-04
TRK-001,2024-11-04 10:21:00,48.822485,2.376628,29.7,891fb464633ffff,unknown,unknown,,10,2024-11-04
TRK-001,2024-11-04 10:23:00,48.81531,2.390442,50.0,891fb46404fffff,site:site_ivry,site,,10,2024-11-04
TRK-001,2024-11-04 10:25:00,48.80823,2.403854,46.1,891fb4643c3ffff,unknown,unknown,,10,2024-11-04
TRK-001,2024-11-04 10:27:00,48.801219,2.417708,43.4,891fb464373ffff,unknown,unknown,,10,2024-11-04
TRK-001,2024-11-04 10:29:00,48.794473,2.431611,54.6,891fb465d8fffff,unknown,unknown,,10,2024-11-04
TRK-001,2024-11-04 10:31:00,48.787396,2.445352,44.6,891fb465d37ffff,unknown,unknown,,10,2024-11-04
TRK-001,2024-11-04 10:33:00,48.780284,2.45952,25.2,891fb464a4fffff,unknown,unknown,,10,2024-11-04
TRK-001,2024-11-04 10:35:00,48.773436,2.473337,49.5,891fb09a4c7ffff,unknown,unknown,,10,2024-11-04
TRK-001,2024-11-04 10:37:00,48.766501,2.48692,34.0,891fb09a477ffff,disposal:disposal_bonneuil,disposal,,10,2024-11-04
TRK-001,2024-11-04 10:39:00,48.766663,2.487124,0.0,891fb09a477ffff,disposal:disposal_bonneuil,disposal,,10,2024-11-04
TRK-001,2024-11-04 10:44:00,48.766481,2.487209,0.0,891fb09a477ffff,disposal:disposal_bonneuil,disposal,,10,2024-11-04
TRK-001,2024-11-04 10:49:00,48.766497,2.486942,0.0,891fb09a477ffff,disposal:disposal_bonneuil,disposal,,10,2024-11-04
TRK-001,2024-11-04 10:54:00,48.766486,2.487067,0.0,891fb09a477ffff,disposal:disposal_bonneuil,disposal,,10,2024-11-04
TRK-001,2024-11-04 10:59:00,48.766416,2.487127,0.0,891fb09a477ffff,disposal:disposal_bonneuil,disposal,,10,2024-11-04
TRK-001,2024-11-04 11:04:00,48.766571,2.486905,0.0,891fb09a477ffff,disposal:disposal_bonneuil,disposal,,11,2024-11-04
TRK-001,2024-11-04 11:09:00,48.766498,2.487219,0.0,891fb09a477ffff,disposal:disposal_bonneuil,disposal,,11,2024-11-04
TRK-001,2024-11-04 11:14:00,48.766682,2.487091,52.8,891fb09a477ffff,disposal:disposal_bonneuil,disposal,,11,2024-11-04
TRK-001,2024-11-04 11:16:00,48.776239,2.478259,32.1,891fb09a48bffff,unknown,unknown,,11,2024-11-04
TRK-001,2024-11-04 11:18:00,48.785904,2.469721,29.9,891fb464a3bffff,unknown,unknown,,11,2024-11-04
TRK-001,2024-11-04 11:20:00,48.79574,2.460925,49.0,891fb464a8fffff,unknown,unknown,,11,2024-11-04
TRK-001,2024-11-04 11:22:00,48.805183,2.452368,30.3,891fb464e3bffff,unknown,unknown,,11,2024-11-04
TRK-001,2024-11-04 11:24:00,48.815039,2.443529,37.4,891fb464e83ffff,unknown,unknown,,11,2024-11-04
TRK-001,2024-11-04 11:26:00,48.825015,2.434774,30.4,891fb464133ffff,unknown,unknown,,11,2024-11-04
TRK-001,2024-11-04 11:28:00,48.834562,2.426238,52.7,891fb464187ffff,unknown,unknown,,11,2024-11-04
TRK-001,2024-11-04 11:30:00,48.844143,2.417697,48.5,891fb464533ffff,unknown,unknown,,11,2024-11-04
TRK-001,2024-11-04 11:32:00,48.853944,2.408846,37.4,891fb466e4bffff,unknown,unknown,,11,2024-11-04
TRK-001,2024-11-04 11:34:00,48.863493,2.400492,45.1,891fb4663afffff,unknown,unknown,,11,2024-11-04
TRK-001,2024-11-04 11:36:00,48.873458,2.391436,47.1,891fb46614bffff,unknown,unknown,,11,2024-11-04
TRK-001,2024-11-04 11:38:00,48.883012,2.383002,32.4,891fb4661dbffff,unknown,unknown,,11,2024-11-04
TRK-001,2024-11-04 11:40:00,48.892797,2.373907,29.8,891fb466543ffff,unknown,unknown,,11,2024-11-04
TRK-001,2024-11-04 11:42:00,48.902324,2.365233,46.0,891fb4664a7ffff,unknown,unknown,,11,2024-11-04
TRK-001,2024-11-04 11:44:00,48.912522,2.356644,36.5,891fb474b57ffff,depot:depot_central,depot,,11,2024-11-04
TRK-001,2024-11-04 11:46:00,48.912345,2.356645,0.0,891fb474b57ffff,depot:depot_central,depot,,11,2024-11-04
TRK-001,2024-11-04 11:51:00,48.912345,2.356599,0.0,891fb474b57ffff,depot:depot_central,depot,,11,2024-11-04
TRK-001,2024-11-04 11:56:00,48.912239,2.356868,0.0,891fb474b57ffff,depot:depot_central,depot,,11,2024-11-04
TRK-001,2024-11-05 07:00:00,48.912212,2.356799,26.1,891fb474b57ffff,depot:depot_central,depot,,7,2024-11-05
TRK-001,2024-11-05 07:02:00,48.909128,2.337066,42.9,891fb474a77ffff,unknown,unknown,,7,2024-11-05
TRK-001,2024-11-05 07:04:00,48.905438,2.317331,35.4,891fb475993ffff,unknown,unknown,,7,2024-11-05
TRK-001,2024-11-05 07:06:00,48.902038,2.296992,48.6,891fb4758b3ffff,unknown,unknown,,7,2024-11-05
TRK-001,2024-11-05 07:08:00,48.898751,2.277609,38.1,891fb4758d3ffff,unknown,unknown,,7,2024-11-05
TRK-001,2024-11-05 07:10:00,48.895459,2.257672,54.5,891fb475e13ffff,unknown,unknown,,7,2024-11-05
TRK-001,2024-11-05 07:12:00,48.891661,2.237714,28.5,891fb475333ffff,site:site_la_defense,site,,7,2024-11-05
TRK-001,2024-11-05 07:14:00,48.891932,2.237965,0.0,891fb475333ffff,site:site_la_defense,site,,7,2024-11-05
TRK-001,2024-11-05 07:19:00,48.891999,2.237994,0.0,891fb475333ffff,site:site_la_defense,site,,7,2024-11-05
TRK-001,2024-11-05 07:24:00,48.892111,2.237944,0.0,891fb475333ffff,site:site_la_defense,site,,7,2024-11-05
TRK-001,2024-11-05 07:29:00,48.891969,2.237838,0.0,891fb475333ffff,site:site_la_defense,site,,7,2024-11-05
TRK-001,2024-11-05 07:34:00,48.891954,2.237916,0.0,891fb475333ffff,site:site_la_defense,site,,7,2024-11-05
TRK-001,2024-11-05 07:39:00,48.892134,2.238063,0.0,891fb475333ffff,site:site_la_defense,site,,7,2024-11-05
TRK-001,2024-11-05 07:44:00,48.891958,2.238076,0.0,891fb475333ffff,site:site_la_defense,site,,7,2024-11-05
TRK-001,2024-11-05 07:49:00,48.892092,2.23787,0.0,891fb475333ffff,site:site_la_defense,site,,7,2024-11-05
TRK-001,2024-11-05 07:54:00,48.891964,2.238168,50.5,891fb475333ffff,site:site_la_defense,site,,7,2024-11-05
TRK-001,2024-11-05 07:56:00,48.882174,2.245654,38.7,891fb462d83ffff,unknown,unknown,,7,2024-11-05
TRK-001,2024-11-05 07:58:00,48.872558,2.253184,49.0,891fb462d0fffff,unknown,unknown,,7,2024-11-05
TRK-001,2024-11-05 08:00:00,48.862585,2.260856,45.0,891fb46299bffff,unknown,unknown,,8,2024-11-05
TRK-001,2024-11-05 08:02:00,48.853027,2.267765,54.6,891fb46290bffff,unknown,unknown,,8,2024-11-05
TRK-001,2024-11-05 08:04:00,48.843359,2.275588,42.9,891fb4676d7ffff,unknown,unknown,,8,2024-11-05
TRK-001,2024-11-05 08:06:00,48.83373,2.283243,53.5,891fb467647ffff,unknown,unknown,,8,2024-11-05
TRK-001,2024-11-05 08:08:00,48.823989,2.290997,51.7,891fb4672d3ffff,unknown,unknown,,8,2024-11-05
TRK-001,2024-11-05 08:10:00,48.814138,2.298182,43.4,891fb467243ffff,unknown,unknown,,8,2024-11-05
TRK-001,2024-11-05 08:12:00,48.804458,2.305915,46.6,891fb4609afffff,unknown,unknown,,8,2024-11-05
TRK-001,2024-11-05 08:14:00,48.794923,2.313634,40.1,891fb46544bffff,unknown,unknown,,8,2024-11-05
TRK-001,2024-11-05 08:16:00,48.785374,2.320735,49.9,891fb4656abffff,unknown,unknown,,8,2024-11-05
TRK-001,2024-11-05 08:18:00,48.775494,2.328564,41.4,891fb465297ffff,unknown,unknown,,8,2024-11-05
TRK-001,2024-11-05 08:20:00,48.765565,2.336001,51.9,891fb465207ffff,unknown,unknown,,8,2024-11-05
TRK-001,2024-11-05 08:22:00,48.755917,2.343896,47.3,891fb46ec83ffff,unknown,unknown,,8,2024-11-05
TRK-001,2024-11-05 08:24:00,48.746335,2.350805,39.2,891fb46ec03ffff,unknown,unknown,,8,2024-11-05
TRK-001,2024-11-05 08:26:00,48.736637,2.358787,32.8,891fb46e89bffff,unknown,unknown,,8,2024-11-05
TRK-001,2024-11-05 08:28:00,48.727011,2.366216,32.4,891fb46e80bffff,unknown,unknown,,8,2024-11-05
TRK-001,2024-11-05 08:30:00,48.71694,2.373795,44.1,891fb46ebd3ffff,unknown,unknown,,8,2024-11-05
TRK-001,2024-11-05 08:32:00,48.707614,2.381368,48.0,891fb46eb57ffff,unknown,unknown,,8,2024-11-05
TRK-001,2024-11-05 08:34:00,48.697717,2.388717,40.6,891fb46cca7ffff,unknown,unknown,,8,2024-11-05
TRK-001,2024-11-05 08:36:00,48.688014,2.39613,43.8,891fb46cd43ffff,unknown,unknown,,8,2024-11-05
TRK-001,2024-11-05 08:38:00,48.678363,2.404195,33.2,891fb46c8afffff,unknown,unknown,,8,2024-11-05
TRK-001,2024-11-05 08:40:00,48.66887,2.411449,27.3,891fb46c95bffff,unknown,unknown,,8,2024-11-05
TRK-001,2024-11-05 08:42:00,48.658941,2.418881,33.6,891fb46cbabffff,unknown,unknown,,8,2024-11-05
TRK-001,2024-11-05 08:44:00,48.649147,2.426576,33.2,891fb0d6593ffff,unknown,unknown,,8,2024-11-05
TRK-001,2024-11-05 08:46:00,48.639669,2.433995,34.6,891fb0d6507ffff,unknown,unknown,,8,2024-11-05
TRK-001,2024-11-05 08:48:00,48.629897,2.441648,41.2,891fb0d6193ffff,quarry:quarry_evry,quarry,,8,2024-11-05
TRK-001,2024-11-05 08:50:00,48.629857,2.44168,0.0,891fb0d6193ffff,quarry:quarry_evry,quarry,,8,2024-11-05
TRK-001,2024-11-05 08:55:00,48.62984,2.441657,0.0,891fb0d6193ffff,quarry:quarry_evry,quarry,,8,2024-11-05
TRK-001,2024-11-05 09:00:00,48.629723,2.441646,0.0,891fb0d619bffff,quarry:quarry_evry,quarry,,9,2024-11-05
TRK-001,2024-11-05 09:05:00,48.629753,2.441616,50.2,891fb0d619bffff,quarry:quarry_evry,quarry,,9,2024-11-05
TRK-001,2024-11-05 09:07:00,48.639578,2.433883,43.6,891fb0d6507ffff,unknown,unknown,,9,2024-11-05
TRK-001,2024-11-05 09:09:00,48.649263,2.426028,32.2,891fb0d6593ffff,unknown,unknown,,9,2024-11-05
TRK-001,2024-11-05 09:11:00,48.65921,2.419029,39.2,891fb46cbabffff,unknown,unknown,,9,2024-11-05
TRK-001,2024-11-05 09:13:00,48.668508,2.41133,28.4,891fb46c95bffff,unknown,unknown,,9,2024-11-05
TRK-001,2024-11-05 09:15:00,48.678462,2.403836,53.4,891fb46c8afffff,unknown,unknown,,9,2024-11-05
TRK-001,2024-11-05 09:17:00,48.687847,2.396631,39.0,891fb46cd43ffff,unknown,unknown,,9,2024-11-05
TRK-001,2024-11-05 09:19:00,48.697864,2.388596,32.7,891fb46cca7ffff,unknown,unknown,,9,2024-11-05
TRK-001,2024-11-05 09:21:00,48.707466,2.380908,36.1,891fb46eb57ffff,unknown,unknown,,9,2024-11-05
TRK-001,2024-11-05 09:23:00,48.717325,2.373591,43.2,891fb46ebd3ffff,unknown,unknown,,9,2024-11-05
TRK-001,2024-11-05 09:25:00,48.726889,2.366426,53.9,891fb46e80bffff,unknown,unknown,,9,2024-11-05
TRK-001,2024-11-05 09:27:00,48.736468,2.358848,46.6,891fb46e89bffff,unknown,unknown,,9,2024-11-05
TRK-001,2024-11-05 09:29:00,48.746398,2.350797,48.3,891fb46ec03ffff,unknown,unknown,,9,2024-11-05
TRK-001,2024-11-05 09:31:00,48.756208,2.343183,29.9,891fb46ec9bffff,unknown,unknown,,9,2024-11-05
TRK-001,2024-11-05 09:33:00,48.765921,2.335999,34.3,891fb465207ffff,unknown,unknown,,9,2024-11-05
TRK-001,2024-11-05 09:35:00,48.775618,2.328337,42.4,891fb465297ffff,unknown,unknown,,9,2024-11-05
TRK-001,2024-11-05 09:37:00,48.785148,2.320875,52.9,891fb465633ffff,unknown,unknown,,9,2024-11-05
TRK-001,2024-11-05 09:39:00,48.794644,2.313586,42.3,891fb46544bffff,unknown,unknown,,9,2024-11-05
TRK-001,2024-11-05 09:41:00,48.804644,2.306012,52.2,891fb4609afffff,unknown,unknown,,9,2024-11-05
TRK-001,2024-11-05 09:43:00,48.814242,2.298526,36.3,891fb467243ffff,unknown,unknown,,9,2024-11-05
TRK-001,2024-11-05 09:45:00,48.823877,2.291145,53.2,891fb4672d3ffff,unknown,unknown,,9,2024-11-05
TRK-001,2024-11-05 09:47:00,48.833675,2.283741,30.9,891fb467647ffff,unknown,unknown,,9,2024-11-05
TRK-001,2024-11-05 09:49:00,48.843218,2.275888,42.8,891fb4676d7ffff,unknown,unknown,,9,2024-11-05
TRK-001,2024-11-05 09:51:00,48.852935,2.268226,49.9,891fb46290bffff,unknown,unknown,,9,2024-11-05
TRK-001,2024-11-05 09:53:00,48.863182,2.260785,32.3,891fb46299bffff,unknown,unknown,,9,2024-11-05
TRK-001,2024-11-05 09:55:00,48.872586,2.253158,45.9,891fb462d0fffff,unknown,unknown,,9,2024-11-05
TRK-001,2024-11-05 09:57:00,48.882326,2.245525,34.0,891fb462d83ffff,unknown,unknown,,9,2024-11-05
TRK-001,2024-11-05 09:59:00,48.8921,2.23803,45.5,891fb475333ffff,site:site_la_defense,site,,9,2024-11-05
TRK-001,2024-11-05 10:01:00,48.892208,2.238198,0.0,891fb475333ffff,site:site_la_defense,site,,10,2024-11-05
TRK-001,2024-11-05 10:06:00,48.892019,2.23791,0.0,891fb475333ffff,site:site_la_defense,site,,10,2024-11-05
TRK-001,2024-11-05 10:11:00,48.891913,2.238042,0.0,891fb475333ffff,site:site_la_defense,site,,10,2024-11-05
TRK-001,2024-11-05 10:16:00,48.891909,2.237997,0.0,891fb475333ffff,site:site_la_defense,site,,10,2024-11-05
TRK-001,2024-11-05 10:21:00,48.892109,2.237849,0.0,891fb475333ffff,site:site_la_defense,site,,10,2024-11-05
TRK-001,2024-11-05 10:26:00,48.892201,2.238157,0.0,891fb475333ffff,site:site_la_defense,site,,10,2024-11-05
TRK-001,2024-11-05 10:31:00,48.891876,2.237859,0.0,891fb475333ffff,site:site_la_defense,site,,10,2024-11-05
TRK-001,2024-11-05 10:36:00,48.891972,2.237897,0.0,891fb475333ffff,site:site_la_defense,site,,10,2024-11-05
TRK-001,2024-11-05 10:41:00,48.891964,2.237469,45.8,891fb475333ffff,site:site_la_defense,site,,10,2024-11-05
TRK-001,2024-11-05 10:43:00,48.883358,2.249087,34.2,891fb462d87ffff,unknown,unknown,,10,2024-11-05
TRK-001,2024-11-05 10:45:00,48.874627,2.259377,42.4,891fb462d33ffff,unknown,unknown,,10,2024-11-05
TRK-001,2024-11-05 10:47:00,48.865965,2.270281,39.2,891fb475a4bffff,unknown,unknown,,10,2024-11-05
TRK-001,2024-11-05 10:49:00,48.857525,2.281265,40.9,891fb462937ffff,unknown,unknown,,10,2024-11-05
TRK-001,2024-11-05 10:51:00,48.848972,2.291507,37.8,891fb46744fffff,unknown,unknown,,10,2024-11-05
TRK-001,2024-11-05 10:53:00,48.840408,2.302196,47.4,891fb4670dbffff,unknown,unknown,,10,2024-11-05
TRK-001,2024-11-05 10:55:00,48.831541,2.313079,34.9,891fb46704fffff,unknown,unknown,,10,2024-11-05
TRK-001,2024-11-05 10:57:00,48.823087,2.323767,46.1,891fb4673c3ffff,unknown,unknown,,10,2024-11-05
TRK-001,2024-11-05 10:59:00,48.814551,2.334345,33.1,891fb46737bffff,unknown,unknown,,10,2024-11-05
TRK-001,2024-11-05 11:01:00,48.805946,2.345523,32.5,891fb4655c7ffff,unknown,unknown,,11,2024-11-05
TRK-001,2024-11-05 11:03:00,48.797128,2.35624,28.6,891fb465573ffff,unknown,unknown,,11,2024-11-05
TRK-001,2024-11-05 11:05:00,48.788634,2.366443,30.8,891fb4651c7ffff,unknown,unknown,,11,2024-11-05
TRK-001,2024-11-05 11:07:00,48.780384,2.377348,28.6,891fb465177ffff,unknown,unknown,,11,2024-11-05
TRK-001,2024-11-05 11:09:00,48.77163,2.388201,41.1,891fb465e13ffff,unknown,unknown,,11,2024-11-05
TRK-001,2024-11-05 11:11:00,48.762606,2.398775,47.9,891fb465e77ffff,unknown,unknown,,11,2024-11-05
TRK-001,2024-11-05 11:13:00,48.754151,2.409192,30.6,891fb465a8fffff,unknown,unknown,,11,2024-11-05
TRK-001,2024-11-05 11:15:00,48.745372,2.420204,31.5,891fb465a2bffff,unknown,unknown,,11,2024-11-05
TRK-001,2024-11-05 11:17:00,48.73708,2.43098,39.5,891fb09b4bbffff,disposal:disposal_villeneuve,disposal,,11,2024-11-05
TRK-001,2024-11-05 11:19:00,48.736857,2.43081,0.0,891fb09b4bbffff,disposal:disposal_villeneuve,disposal,,11,2024-11-05
TRK-001,2024-11-05 11:24:00,48.73677,2.43074,0.0,891fb09b4bbffff,disposal:disposal_villeneuve,disposal,,11,2024-11-05
